Generating synthetic binary valued data ... 
Generating synthetic  binary valued data took:  1.3836572170257568
Evaluation for true params: 
 test_rsme | train_rsme | rel-te-err | rel-tr-err |  test_nll  |  train_nll |
0.7013215039 0.6981456921 0.122962963  0.1218518519    671.83      2831.01   
Factorizing with max_iteration = 16000  fixing covariance?:  False
Tensor dimensions:  [15, 15, 15]
Optimization metrics: 
Using Ada Grad
Mean update scheme:  S
Covariance update :  N
Using diagonal covariance?:  False
Random start? True
k1 samples =  64  k2 samples =  128
eta =  1.0  cov eta =  1.0  sigma eta =  1
iteration |   time   |test_rsme |rel-te-err|train_rsme|rel-tr-err|   d_mean  |   d_cov  |avg_grad_m|avg_grad_c| test_nll | train_nll |    VLB   |  E-term  |    KL     |   dw   |
   3700     10743.17    0.811      0.1644     0.6086     0.0926     0.3178     0.1615     6.0651    10.5698     248.91     652.12    -1512.0   -1487.838    24.562     0.0001  
   3800     11029.35    0.8398     0.1763     0.611      0.0933     0.4306     0.7116     6.2722    10.6225     252.11     642.66    -1511.0   -1486.296    24.816     0.0001  
   3900     11315.32    0.8219     0.1689     0.6098     0.093      0.3333     0.419      5.5909    10.2663     252.75     625.91    -1506.0   -1480.617    24.958     0.0003  
   4000     11601.58    0.8219     0.1689     0.6061     0.0919     0.4099     0.1886     6.532     10.4493     254.56     623.92    -1507.0   -1482.017    24.79       0.0    
   4100     11888.67    0.8219     0.1689     0.5786     0.0837     0.346      0.4193     6.1032    11.0248     251.08     607.66    -1502.0   -1476.886    24.987     0.0001  
   4200     12175.27    0.8074     0.163      0.5975     0.0893     0.4062     0.2952     6.7023     10.501     247.9      593.61    -1492.0    -1467.62    24.836     0.0002  
   4300     12461.91    0.8147     0.1659     0.5722     0.0819     0.1983     0.2419     5.1499    10.7026     253.22     593.18    -1494.0   -1468.969    24.868      0.0    
   4400     12748.15    0.8291     0.1719     0.5617     0.0789     0.5274     0.1228     6.586     10.9532     253.44     589.58    -1497.0   -1472.234    24.767     0.0001  
   4500     13034.29    0.8183     0.1674     0.5551     0.077      0.3071     0.2555     5.4553    10.5221     256.47     580.39    -1491.0   -1466.917    24.423     0.0002  
   4600     13320.33     0.8        0.16      0.5683     0.0807     0.2929     0.0677     5.4571    10.4784     249.9      572.89    -1486.0   -1461.889    24.344      0.0    
   4700     13605.97    0.8327     0.1733     0.543      0.0737     0.3509     0.1997     6.4038     10.311     255.44     570.28    -1488.0   -1464.018    24.351      0.0    
   4800     13892.21    0.8291     0.1719     0.5511     0.0759     0.2551     0.1106     5.9694    10.0598     254.55     559.4     -1485.0   -1460.497    24.286     0.0002  
   4900     14179.64    0.8398     0.1763     0.5389     0.0726     0.2732     0.1672     5.4634    10.7552     254.56     557.34    -1484.0   -1458.945    24.619     0.0001  
   5000     14466.15    0.8255     0.1704     0.547      0.0748     0.2447     0.1048     5.1861    10.0425     253.76     549.63    -1480.0   -1455.542    24.749     0.0001  
   5100     14752.84    0.8398     0.1763     0.543      0.0737     0.3039     0.4272     6.047     10.0494     257.98     547.07    -1482.0   -1457.502    24.646     0.0002  
   5200     15039.09    0.8147     0.1659     0.5631     0.0793     0.3039     0.4598     6.291      10.164     249.78     542.49    -1479.0   -1455.119    24.057      0.0    
   5300     15326.24    0.8219     0.1689     0.5416     0.0733     0.4031     0.1191     6.1468    10.1961     252.63     538.34    -1479.0   -1455.029    24.164     0.0001  
   5400     15612.84    0.8362     0.1748     0.5333     0.0711     0.1893     0.1131     5.362      9.8438     246.65     534.28    -1477.0   -1453.075    24.033     0.0003  
   5500     15899.05    0.8255     0.1704     0.5497     0.0756     0.2708     0.1536     6.2696    10.4283     249.99     529.23    -1478.0   -1453.414    24.261      0.0    
   5600     16185.37    0.8398     0.1763     0.5333     0.0711     0.2278     0.5198     5.8055    10.3055     248.67     531.51    -1479.0   -1454.527    24.022     0.0001  
   5700     16471.81    0.8219     0.1689     0.5164     0.0667     0.1763     0.1153     5.6301    10.6205     249.77     526.88    -1478.0   -1453.819    23.761     0.0003  
   5800     16758.74    0.8037     0.1615     0.5207     0.0678     0.2217     0.2603     5.7803     9.9831     242.18     524.51    -1479.0   -1454.522    24.35       0.0    
   5900     17045.93    0.7963     0.1585     0.5235     0.0685     0.2889     0.224      6.8997    10.3869     246.8      529.66    -1477.0    -1453.59    23.907     0.0001  
   6000     17332.98    0.8468     0.1793     0.5333     0.0711     0.2355     0.2203     6.1281     9.8287     245.48     527.81    -1480.0    -1455.9     23.883     0.0003  
   6100     17620.33    0.8255     0.1704     0.5178     0.067      0.2143     1.0886     5.8665    10.0277     244.44     522.14    -1476.0    -1452.55    23.917      0.0    
   6200     17906.88    0.7963     0.1585     0.5164     0.0667     0.244      0.7891     6.1015    10.7873     245.55     530.44    -1479.0   -1455.615    23.415      0.0    
   6300     18193.81    0.8037     0.1615     0.5193     0.0674     0.3568     1.0142     6.5678    10.8477     244.05     532.8     -1478.0   -1454.342    23.534     0.0004  
   6400     18480.58     0.8        0.16      0.5033     0.0633     0.2173     1.7621     6.3139    10.9066     241.44     535.03    -1484.0   -1459.869    23.778      0.0    
   6500     18767.7     0.7963     0.1585     0.5235     0.0685     0.3152     0.7587     6.7984    10.5933     245.14     540.42    -1482.0   -1458.303    23.83      0.0001  
   6600     19054.48    0.8074     0.163      0.5361     0.0719     0.2241     4.4591     7.266      12.298     239.77     554.68    -1486.0   -1462.162    24.013     0.0005  
   6700     19341.66    0.811      0.1644     0.5631     0.0793     0.3516    44.0524    10.2527    16.7462     245.26     594.01    -1498.0   -1473.855    24.353     0.0001  
   6800     19628.12    0.8147     0.1659     0.5774     0.0833     0.3444     2.8663     7.766     14.5414     251.16     612.77    -1507.0   -1483.019    24.226      0.0    
   6900     19915.21    0.8327     0.1733     0.5925     0.0878     0.3525     10.83      7.8922    19.5733     249.53     620.8     -1507.0   -1482.184    24.354     0.0008  
   7000     20202.47    0.8572     0.1837     0.6061     0.0919     0.5656    338.816    14.2638    62.1399     249.37     651.94    -1522.0   -1490.696    31.535     0.0001  
   7100     20489.74    0.8572     0.1837      0.59      0.087      0.2253     4.0312     7.2234    15.1205     255.35     652.85    -1516.0   -1492.154    23.374     0.0001  
   7200     20776.23    0.8255     0.1704     0.5988     0.0896     0.2217    29.8866     7.3947    16.1293     250.74     660.65    -1519.0   -1496.651    22.508     0.0005  
   7300     21063.94    0.8255     0.1704     0.6325      0.1       0.8856   4591.4605   15.9407    82.8194     245.96     715.38    -1534.0   -1512.203    22.006     0.0001  
   7400     21350.86    0.8362     0.1748     0.5963     0.0889     0.277      2.0959     8.0087    13.5998     244.31     694.66    -1530.0    -1508.09    21.762     0.0001  
   7500     21637.38    0.8255     0.1704     0.6086     0.0926     0.2177     2.5321     6.0915    12.3011     245.2      679.35    -1521.0   -1499.424    21.866     0.0004  
   7600     21923.29    0.8074     0.163      0.6206     0.0963     0.3469     4.7208     7.2078    12.9699     243.71     674.75    -1518.0   -1496.389    21.567      0.0    
   7700     22210.3     0.8037     0.1615     0.6049     0.0915     0.2653     6.2874     7.0128    21.9883     243.31     687.56    -1523.0    -1502.24    21.201     0.0002  
   7800     22497.19    0.8147     0.1659     0.6182     0.0956     0.5684    181.1964    9.9069     42.424     244.25     687.41    -1523.0   -1501.309    22.001     0.0005  
   7900     22784.66    0.7963     0.1585     0.6452     0.1041     0.7746   7516.8402   16.8285    119.4182    249.41     702.81    -1523.0   -1501.863    21.487     0.0001  
   8000     23071.35    0.8037     0.1615     0.6122     0.0937     0.4757     0.3971     6.7492    14.3636     248.23     693.52    -1526.0   -1504.388    21.282     0.0002  
   8100     23358.23    0.8074     0.163      0.6313     0.0996     0.2622     0.4079     6.0546    11.9467     245.89     684.41    -1524.0   -1502.899    21.336     0.0004  
   8200     23645.21    0.8074     0.163      0.6278     0.0985      0.24      0.7217     6.3923    11.6418     248.33     689.89    -1523.0   -1501.403    21.148     0.0002  
   8300     23932.24     0.8        0.16      0.6278     0.0985     0.144      1.0059     5.4593    11.9317     249.85     689.46    -1523.0   -1501.747    21.067     0.0001  
   8400     24219.16    0.8219     0.1689     0.6254     0.0978     0.1805      1.98      5.6862    11.1927     250.16     694.19    -1524.0   -1503.516    20.748     0.0004  
   8500     24505.41    0.8219     0.1689     0.6348     0.1007     0.2432     3.1718     6.2952    11.7377     248.73     702.83    -1529.0    -1507.85    20.68      0.0001  
   8600     24792.46    0.8074     0.163      0.6394     0.1022     0.151     16.2472     5.5207    12.7503     250.21     720.65    -1534.0   -1513.715    20.496     0.0001  
   8700     25080.26    0.7926     0.157      0.6656     0.1107      0.25     300.777     8.2619    25.0036     252.47     759.01    -1545.0   -1523.831    21.126     0.0008  
   8800     25366.85    0.7888     0.1556     0.681      0.1159     0.352      0.7062     7.1167    11.3549     250.42     772.39    -1546.0   -1525.919    20.432     0.0002  
   8900     25654.32    0.7926     0.157      0.682      0.1163     0.2274     1.2181     5.9715    10.9702     252.3      774.63    -1545.0   -1525.723    19.454     0.0001  
   9000     25941.07    0.8037     0.1615     0.6896     0.1189     0.1556     2.453      5.6717    11.2766     253.81     780.84    -1547.0   -1527.665    19.265     0.0006  
   9100     26227.81    0.7775     0.1511     0.7055     0.1244     0.1926    14.2326     6.6331    14.9658     253.31     801.76    -1556.0   -1536.446    19.726     0.0001  
   9200     26514.51    0.785      0.1541     0.7066     0.1248     0.2176    11.2842     6.9574    14.6813     259.12     821.92    -1558.0   -1537.935    20.133     0.0001  
   9300     26802.32    0.7775     0.1511     0.7293     0.133      0.6121    482.8872    16.852    82.1034     274.49     913.5     -1595.0   -1574.652    20.26      0.0006  
   9400     27089.35    0.7503     0.1407     0.7097     0.1259     0.1686     0.427      5.9948    11.4167     252.65     828.2     -1559.0   -1540.118    19.291     0.0002  
   9500     27376.01    0.7698     0.1481     0.7034     0.1237     0.1166     0.3422     4.9703    11.2881     251.47     820.31    -1557.0   -1537.488    19.069     0.0002  
   9600     27663.58    0.7736     0.1496     0.7097     0.1259     0.128      0.3486     4.9975    11.4218     256.05     821.67    -1559.0    -1539.94    19.095     0.0002  
   9700     27950.54    0.7698     0.1481     0.7024     0.1233     0.1457     0.6331     4.7636    12.3638     252.17     825.28    -1557.0   -1538.271    18.974     0.0001  
   9800     28238.63    0.7736     0.1496     0.7045     0.1241     0.1173     1.1357     4.9427     12.382     254.38     827.07    -1562.0   -1542.819    19.202     0.0002  
